terrestrial_date,min_temp
2016-09-09,-70.0
2016-09-10,-69.0
2016-09-11,-69.0
2016-09-12,-69.0
2016-09-13,-71.0
2016-09-14,-70.0
2016-09-15,-69.0
2016-09-16,-68.0
2016-09-17,-68.0
2016-09-18,-71.0
2016-09-19,-68.0
2016-09-20,-67.0
2016-09-21,-69.0
2016-09-22,-70.0
2016-09-23,-72.0
2016-09-24,-70.0
2016-09-25,-71.0
2016-09-26,-68.0
2016-09-27,-67.0
2016-09-28,-68.0
2016-09-29,-72.0
2016-09-30,-69.0
2016-10-01,-72.0
2016-10-02,-68.0
2016-10-03,-66.0
2016-10-04,-68.0
2016-10-05,-70.0
2016-10-06,-68.0
2016-10-07,-68.0
2016-10-08,-68.0
2016-10-09,-71.0
2016-10-10,-71.0
2016-10-11,-68.0
2016-10-12,-69.0
2016-10-14,-68.0
2016-10-15,-66.0
2016-10-16,-69.0
2016-10-17,-68.0
2016-10-18,-70.0
2016-10-19,-70.0
2016-10-20,-71.0
2016-10-21,-72.0
2016-10-22,-68.0
2016-10-23,-68.0
2016-10-24,-69.0
2016-10-25,-70.0
2016-10-26,-69.0
2016-10-27,-69.0
2016-10-28,-70.0
2016-10-29,-69.0
2016-10-30,-69.0
2016-10-31,-71.0
2016-11-01,-70.0
2016-11-02,-70.0
2016-11-03,-70.0
2016-11-04,-70.0
2016-11-05,-77.0
2016-11-06,-78.0
2016-11-07,-74.0
2016-11-08,-73.0
2016-11-09,-76.0
2016-11-10,-71.0
2016-11-11,-76.0
2016-11-12,-78.0
2016-11-13,-72.0
2016-11-14,-73.0
2016-11-15,-71.0
2016-11-16,-71.0
2016-11-17,-77.0
2016-11-18,-76.0
2016-11-20,-74.0
2016-11-21,-72.0
2016-11-22,-71.0
2016-11-23,-72.0
2016-11-24,-73.0
2016-11-25,-71.0
2016-11-26,-76.0
2016-11-27,-72.0
2016-11-28,-72.0
2016-11-29,-73.0
2016-11-30,-73.0
2016-12-01,-71.0
2016-12-02,-74.0
2016-12-03,-73.0
2016-12-04,-74.0
2016-12-05,-72.0
2016-12-06,-76.0
2016-12-07,-73.0
2016-12-08,-74.0
2016-12-09,-71.0
2016-12-10,-73.0
2016-12-11,-73.0
2016-12-12,-75.0
2016-12-13,-76.0
2016-12-14,-76.0
2016-12-15,-71.0
2016-12-16,-71.0
2016-12-17,-74.0
2016-12-18,-77.0
2016-12-19,-70.0
2016-12-20,-71.0
2016-12-21,-72.0
2016-12-22,-70.0
2016-12-23,-72.0
2016-12-24,-76.0
2016-12-25,-76.0
2016-12-27,-77.0
2016-12-28,-73.0
2016-12-29,-75.0
2016-12-30,-70.0
2016-12-31,-72.0
2017-01-01,-76.0
2017-01-02,-70.0
2017-01-03,-71.0
2017-01-04,-70.0
2017-01-05,-71.0
2017-01-06,-70.0
2017-01-07,-81.0
2017-01-08,-74.0
2017-01-09,-72.0
2017-01-10,-73.0
2017-01-11,-72.0
2017-01-12,-72.0
2017-01-13,-74.0
2017-01-14,-73.0
2017-01-15,-72.0
2017-01-16,-72.0
2017-01-17,-74.0
2017-01-18,-75.0
2017-01-19,-77.0
2017-01-20,-76.0
2017-01-21,-72.0
2017-01-22,-73.0
2017-01-23,-72.0
2017-01-24,-72.0
2017-01-25,-76.0
2017-01-26,-73.0
2017-01-27,-71.0
2017-01-28,-72.0
2017-01-29,-74.0
2017-01-30,-71.0
2017-01-31,-74.0
2017-02-01,-73.0
2017-02-03,-70.0
2017-02-04,-72.0
2017-02-05,-71.0
2017-02-06,-71.0
2017-02-07,-77.0
2017-02-08,-76.0
2017-02-09,-77.0
2017-02-10,-73.0
2017-02-11,-75.0
2017-02-12,-77.0
2017-02-13,-72.0
2017-02-14,-71.0
2017-02-18,-72.0
2017-02-19,-73.0
2017-02-20,-73.0
2017-02-21,-73.0
2017-02-22,-72.0
2017-02-23,-71.0
2017-02-24,-73.0
2017-02-25,-70.0
2017-02-26,-73.0
2017-02-27,-71.0
2017-02-28,-71.0
2017-03-01,-72.0
2017-03-02,-71.0
2017-03-03,-71.0
2017-03-04,-72.0
2017-03-05,-71.0
2017-03-06,-74.0
2017-03-07,-77.0
2017-03-08,-77.0
2017-03-09,-72.0
2017-03-10,-75.0
2017-03-12,-72.0
2017-03-13,-73.0
2017-03-14,-72.0
2017-03-15,-73.0
2017-03-16,-73.0
2017-03-17,-71.0
2017-03-18,-72.0
2017-03-19,-72.0
2017-03-20,-72.0
2017-03-21,-74.0
2017-03-22,-74.0
2017-03-23,-74.0
2017-03-24,-74.0
2017-03-25,-73.0
2017-03-26,-73.0
2017-03-27,-74.0
2017-03-28,-75.0
2017-03-29,-77.0
2017-03-30,-76.0
2017-03-31,-75.0
2017-04-01,-75.0
2017-04-02,-76.0
2017-04-03,-75.0
2017-04-04,-75.0
2017-04-05,-77.0
2017-04-06,-77.0
2017-04-07,-74.0
2017-04-08,-75.0
2017-04-09,-75.0
2017-04-10,-74.0
2017-04-11,-74.0
2017-04-12,-76.0
2017-04-13,-76.0
2017-04-14,-76.0
2017-04-15,-77.0
2017-04-16,-74.0
2017-04-18,-76.0
2017-04-19,-76.0
2017-04-20,-74.0
2017-04-21,-75.0
2017-04-22,-75.0
2017-04-23,-75.0
2017-04-24,-76.0
2017-04-25,-74.0
2017-04-26,-74.0
2017-04-27,-75.0
2017-04-28,-74.0
2017-04-29,-74.0
2017-04-30,-76.0
2017-05-01,-75.0
2017-05-02,-75.0
2017-05-03,-77.0
2017-05-04,-75.0
2017-05-05,-75.0
2017-05-06,-76.0
2017-05-07,-75.0
2017-05-08,-76.0
2017-05-10,-62.0
2017-05-11,-76.0
2017-05-12,-76.0
2017-05-13,-77.0
2017-05-14,-75.0
2017-05-15,-77.0
2017-05-16,-77.0
2017-05-17,-76.0
2017-05-18,-76.0
2017-05-19,-76.0
2017-05-20,-75.0
2017-05-21,-76.0
2017-05-22,-77.0
2017-05-23,-76.0
2017-05-24,-77.0
2017-05-26,-77.0
2017-05-27,-76.0
2017-05-28,-76.0
2017-05-29,-76.0
2017-05-30,-75.0
2017-05-31,-77.0
2017-06-01,-75.0
2017-06-02,-77.0
2017-06-03,-77.0
2017-06-04,-76.0
2017-06-05,-76.0
2017-06-06,-77.0
2017-06-07,-77.0
2017-06-08,-76.0
2017-06-09,-76.0
2017-06-10,-77.0
2017-06-11,-76.0
2017-06-12,-77.0
2017-06-13,-79.0
2017-06-14,-76.0
2017-06-15,-75.0
2017-06-16,-76.0
2017-06-17,-76.0
2017-06-18,-77.0
2017-06-19,-78.0
2017-06-20,-78.0
2017-06-21,-77.0
2017-06-22,-78.0
2017-06-23,-78.0
2017-06-24,-77.0
2017-06-25,-78.0
2017-06-26,-78.0
2017-06-27,-77.0
2017-06-28,-78.0
2017-06-29,-78.0
2017-06-30,-77.0
2017-07-02,-78.0
2017-07-03,-78.0
2017-07-04,-78.0
2017-07-05,-76.0
2017-07-06,-79.0
2017-07-07,-79.0
2017-07-08,-76.0
2017-07-09,-77.0
2017-07-10,-78.0
2017-07-11,-80.0
2017-07-12,-76.0
2017-07-13,-78.0
2017-07-14,-77.0
2017-07-15,-78.0
2017-07-16,-78.0
2017-07-17,-78.0
2017-07-18,-77.0
2017-07-19,-78.0
2017-07-20,-77.0
2017-07-21,-77.0
2017-07-22,-78.0
2017-07-23,-79.0
2017-07-24,-77.0
2017-07-25,-79.0
2017-07-26,-77.0
2017-07-27,-78.0
2017-07-28,-76.0
2017-07-29,-79.0
2017-07-30,-79.0
2017-07-31,-78.0
2017-08-01,-78.0
2017-08-02,-79.0
2017-08-03,-80.0
2017-08-04,-79.0
2017-08-05,-79.0
2017-08-06,-81.0
2017-08-07,-78.0
2017-08-09,-77.0
2017-08-10,-78.0
2017-08-11,-78.0
2017-08-12,-79.0
2017-08-13,-80.0
2017-08-14,-77.0
2017-08-16,-79.0
2017-08-17,-79.0
2017-08-18,-79.0
2017-08-19,-81.0
2017-08-20,-79.0
2017-08-21,-80.0
2017-08-22,-80.0
2017-08-23,-80.0
2017-08-24,-81.0
2017-08-25,-80.0
2017-08-26,-79.0
2017-08-27,-79.0
2017-08-28,-78.0
2017-08-29,-80.0
2017-08-30,-80.0
2017-08-31,-79.0
2017-09-01,-78.0
2017-09-02,-78.0
2017-09-03,-78.0
2017-09-04,-80.0
2017-09-05,-78.0
2017-09-06,-79.0
2017-09-07,-80.0
2017-09-08,-78.0
2017-09-09,-79.0
2017-09-10,-79.0
2017-09-11,-80.0
2017-09-12,-80.0
2017-09-13,-81.0
2017-09-15,-82.0
2017-09-16,-80.0
2017-09-17,-81.0
2017-09-18,-82.0
2017-09-19,-79.0
2017-09-20,-81.0
2017-09-21,-78.0
2017-09-22,-80.0
2017-09-23,-80.0
2017-09-24,-80.0
2017-09-25,-80.0
2017-09-26,-80.0
2017-09-27,-80.0
2017-09-28,-78.0
2017-09-29,-80.0
2017-09-30,-80.0
2017-10-01,-84.0
2017-10-02,-81.0
2017-10-03,-80.0
2017-10-04,-80.0
2017-10-05,-81.0
2017-10-06,-81.0
2017-10-07,-79.0
2017-10-08,-80.0
2017-10-09,-77.0
2017-10-10,-77.0
2017-10-11,-79.0
2017-10-12,-80.0
2017-10-13,-81.0
2017-10-14,-80.0
2017-10-15,-80.0
2017-10-16,-80.0
2017-10-17,-80.0
2017-10-18,-80.0
2017-10-19,-80.0
2017-10-20,-87.0
2017-10-22,-80.0
2017-10-23,-80.0
2017-10-24,-80.0
2017-10-25,-78.0
2017-10-26,-80.0
2017-10-27,-80.0
2017-10-28,-81.0
2017-10-29,-79.0
2017-10-30,-80.0
2017-10-31,-79.0
2017-11-01,-81.0
2017-11-02,-80.0
2017-11-03,-82.0
2017-11-04,-80.0
2017-11-05,-80.0
2017-11-06,-78.0
2017-11-07,-80.0
2017-11-08,-81.0
2017-11-09,-81.0
2017-11-10,-80.0
2017-11-11,-79.0
2017-11-12,-79.0
2017-11-13,-80.0
2017-11-14,-79.0
2017-11-15,-79.0
2017-11-16,-79.0
2017-11-17,-79.0
2017-11-18,-79.0
2017-11-19,-79.0
2017-11-20,-79.0
2017-11-21,-78.0
2017-11-22,-78.0
2017-11-23,-79.0
2017-11-24,-79.0
2017-11-25,-79.0
2017-11-26,-79.0
2017-11-27,-79.0
2017-11-29,-80.0
2017-11-30,-79.0
2017-12-01,-80.0
2017-12-02,-81.0
2017-12-03,-79.0
2017-12-04,-79.0
2017-12-05,-78.0
2017-12-06,-79.0
2017-12-07,-80.0
2017-12-08,-81.0
2017-12-09,-81.0
2017-12-10,-81.0
2017-12-11,-81.0
2017-12-12,-79.0
2017-12-13,-78.0
2017-12-14,-79.0
2017-12-15,-80.0
2017-12-16,-79.0
2017-12-17,-79.0
2017-12-18,-79.0
2017-12-19,-80.0
2017-12-20,-80.0
2017-12-21,-79.0
2017-12-22,-80.0
2017-12-23,-79.0
2017-12-24,-78.0
2017-12-25,-78.0
2017-12-26,-79.0
2017-12-27,-80.0
2017-12-28,-77.0
2017-12-29,-77.0
2017-12-30,-77.0
2017-12-31,-78.0
2018-01-01,-79.0
2018-01-02,-77.0
2018-01-03,-78.0
2018-01-05,-79.0
2018-01-06,-80.0
2018-01-07,-79.0
2018-01-08,-78.0
2018-01-09,-79.0
2018-01-10,-79.0
2018-01-11,-79.0
2018-01-12,-79.0
2018-01-13,-78.0
2018-01-14,-79.0
2018-01-15,-80.0
2018-01-16,-79.0
2018-01-17,-80.0
2018-01-18,-78.0
2018-01-19,-78.0
2018-01-20,-77.0
2018-01-21,-77.0
2018-01-22,-78.0
2018-01-23,-78.0
2018-01-24,-80.0
2018-01-25,-78.0
2018-01-26,-79.0
2018-01-27,-78.0
2018-01-28,-78.0
2018-01-29,-78.0
2018-01-30,-79.0
2018-01-31,-77.0
2018-02-01,-80.0
2018-02-02,-78.0
2018-02-03,-77.0
2018-02-04,-77.0
2018-02-05,-79.0
2018-02-06,-77.0
2018-02-07,-77.0
2018-02-08,-78.0
2018-02-09,-78.0
2018-02-11,-77.0
2018-02-12,-78.0
2018-02-13,-77.0
2018-02-14,-76.0
2018-02-15,-76.0
2018-02-16,-77.0
2018-02-17,-76.0
2018-02-18,-76.0
2018-02-19,-76.0
2018-02-20,-77.0
2018-02-21,-78.0
2018-02-22,-78.0
2018-02-23,-78.0
2018-02-24,-77.0
2018-02-25,-76.0
2018-02-26,-77.0
2018-02-27,-77.0
